timestamp,event,object,confidence
2026-09-01 20:38:42,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:43,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:44,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:45,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:46,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:47,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:48,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:49,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:50,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:51,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:52,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:53,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:54,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:55,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:56,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:57,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:58,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:38:59,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:39:00,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:39:01,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:20,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:21,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:22,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:33,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:34,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:35,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:36,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:37,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:47,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:48,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:49,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:50,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:53,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:54,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:40:55,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:13,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:15,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:16,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:17,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:18,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:19,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:25,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:28,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:30,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:48:33,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:23,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:24,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:28,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:30,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:31,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:32,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:33,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:34,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:35,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:38,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:39,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:50:54,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:51:01,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:51:07,Restricted Zone Intrusion,Person,1.00
2026-09-01 20:51:13,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:25,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:26,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:27,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:28,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:29,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:30,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:35,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:37,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:38,Restricted Zone Intrusion,Person,1.00
