timestamp,event,object,confidence
2026-09-01 21:00:39,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:00:41,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:49,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:50,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:51,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:52,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:53,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:54,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:55,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:02:59,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:03:01,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:03:02,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:03:03,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:03:05,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:13,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:14,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:15,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:16,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:17,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:18,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:19,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:24,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:27,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:29,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:44:31,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:06,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:07,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:08,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:09,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:10,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:11,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:12,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:17,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:19,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:20,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:21,Restricted Zone Intrusion,Person,1.00
2026-09-01 21:47:24,Restricted Zone Intrusion,Person,1.00
